190.000,9.483
383.000,9.108
641.000,15.659
845.000,14.925
1034.000,12.095
1251.000,7.083
1455.000,6.307
1657.000,8.173
1888.000,11.459
2115.000,9.246
2361.000,11.603
2591.000,16.044
2765.000,9.046
2940.000,8.369
3123.000,13.648
3377.000,7.413
3571.000,9.460
3806.000,14.677
4068.000,13.054
4303.000,8.026
4517.000,16.911
4762.000,10.226
4951.000,8.814
5172.000,19.376
5435.000,11.233
5620.000,19.363
5810.000,3.852
6036.000,8.414
6288.000,11.884
6502.000,7.341
6694.000,8.782
6877.000,15.955
7106.000,11.696
7312.000,6.972
7543.000,10.826
7710.000,19.076
7920.000,15.334
8144.000,11.350
8317.000,8.805
8456.000,7.900
8655.000,11.663
8931.000,12.729
9097.000,17.531
9282.000,17.747
9510.000,14.183
9719.000,15.414
9899.000,9.527
10073.000,11.850
10288.000,8.719
10519.000,13.153
10710.000,12.139
10903.000,11.449
11131.000,13.673
11332.000,10.516
11526.000,8.460
11703.000,14.013
11958.000,7.440
12199.000,11.854
12443.000,9.996
12588.000,9.751
12757.000,6.560
12933.000,15.746
13123.000,6.592
13307.000,10.992
13559.000,14.058
13747.000,15.183
13905.000,15.523
14127.000,16.089
14296.000,7.297
14534.000,12.966
14750.000,12.100
14928.000,9.480
15116.000,11.958
15286.000,13.286
15503.000,12.336
15712.000,6.319
15953.000,13.486
16177.000,11.172
16348.000,14.447
16556.000,7.905
16806.000,18.379
16973.000,19.675
17121.000,9.312
17282.000,10.216
17521.000,12.995
17694.000,13.710
17944.000,12.596
18113.000,7.379
18299.000,4.533
18557.000,12.106
18789.000,13.393
18986.000,11.785
19174.000,13.924
19353.000,11.549
19537.000,8.615
19704.000,9.282
19900.000,12.793
20107.000,14.178
20323.000,15.799
20530.000,14.460
20664.000,10.209
20845.000,8.926
21029.000,8.510
21252.000,9.294
21442.000,13.573
21617.000,9.627
21829.000,7.735
22046.000,11.370
22229.000,8.921
22438.000,14.149
22655.000,5.621
22871.000,17.811
23037.000,10.743
23171.000,13.715
23328.000,8.502
23550.000,13.355
23717.000,8.826
23985.000,13.815
24170.000,16.166
24389.000,16.712
24580.000,8.142
24758.000,12.166
24970.000,10.772
25188.000,15.233
25397.000,12.322
25605.000,19.703
25850.000,10.113
26104.000,11.268
26327.000,16.484
26598.000,4.499
26828.000,9.135
27008.000,9.649
27201.000,6.552
27426.000,15.543
27622.000,16.067
27783.000,13.736
27938.000,13.322
28073.000,13.904
28257.000,8.733
28455.000,6.905
28589.000,7.894
28774.000,8.042
28958.000,10.784
29130.000,7.853
29310.000,8.646
29457.000,12.784
29599.000,13.119
29780.000,7.576
29978.000,16.168
30224.000,16.995
30437.000,11.036
30694.000,12.993
30862.000,6.375
31051.000,12.004
31244.000,15.906
31468.000,12.241
31704.000,10.994
31916.000,17.385
32127.000,8.833
